OFFICE,SGD.NUMBER,SGD.DATE,IMPORTER.TIN,FOB.VALUE,CIF.VALUE,TARIFF.DESCRIPTION,QUANTITE,TOTAL.TAXES,GROSS.WEIGHT,HS6,OFFICEHS6,SGD.WeekofYear
OO104,154.0,01/01/2022,XAKAXX19IT,1187270,1187270,-- Autres,9.0,2968.0,485,300490.0,ML104300490,1.0
OO121,13394.0,06/03/2021,XA51EI52KT,5000000,5000000,- Th� vert (non ferment�) pr�sent� en emballages imm�diats d'un contenu n'exc�dant pas 3,4778.0,12500.0,15000,90210.0,ML121090210,10.0
OO241,6100.0,19/05/2022,XA112I169H,10078904,10078904,-- Autres,46.0,0.0,1911,870899.0,ML241870899,20.0
OO121,27876.0,24/05/2021,XA51EI52KT,500000,500000,- Autres machines et appareils,500.0,1250.0,6520,843780.0,ML121843780,21.0
OO801,18327.0,05/08/2022,XAKAXXX6EP,16659,16659,-- Joints,2.0,5380.0,1,401693.0,ML801401693,31.0
OO801,23569.0,30/07/2021,XAE12116IL,2464100,2464100,- Ciments non pulv�ris�s dits �clinkers�,1.0,56675.0,60100,252310.0,ML801252310,31.0
OO801,8587.0,19/04/2022,XE1XXE5E5H,7018200,7018200,- Riz d�cortiqu� (riz cargo ou riz brun),700.0,0.0,35091,100620.0,ML801100620,16.0
OO205,1646.0,06/04/2022,XA22IXA1XK,637691,637691,- Parties,1.0,205849.0,106,848190.0,ML205848190,14.0
OO210,16533.0,08/09/2022,XA225X1E6J,1548942,1548942,-- Autres,872.0,500001.0,26850,560749.0,ML802560749,36.0
OO801,9556.0,21/04/2021,XA21XXE5EL,19572415,19572415,"--- D�un diam�tre n�exc�dant pas 5,5 mm",33.0,5163206.0,45166,721391.0,ML801721391,16.0
OO811,763.0,25/01/2022,XAKAXXII6J,4296769,4296769,----- Autres,1.0,1386999.0,6872,870421.0,ML811870421,4.0
OO801,8671.0,14/04/2021,XAE12116IL,2470660,2470660,- Ciments non pulv�ris�s dits �clinkers�,1.0,797531.0,60260,252310.0,ML801252310,15.0
OO210,23573.0,06/10/2021,XA61EE69EC,150000,150000,- Autres,10.0,66120.0,100,940490.0,ML210940490,40.0
OO360,58.0,10/01/2022,XAE1IE1KXJ,2205000,2205000,-- Autres,700.0,396900.0,35000,252329.0,ML360252329,2.0
OO210,24155.0,13/10/2021,XAKAXX1E6C,"2527637,06","2527637,06",-- Adh�sifs � base de polym�res des n�s 39.01 � 39.13 ou de caoutchouc,5.0,815925.0,440,350691.0,ML210350691,41.0
OO241,1661.0,02/03/2022,XA51I1592B,1260818,1260818,-- Pr�sent�s enti�rement � l��tat d�mont� ou non mont� import�s pour l�industrie du mont,44.0,3152.0,96,847130.0,ML241847130,9.0
OO121,21278.0,01/08/2022,XAKAXX65EH,6000000,6000000,---- Gas-oil,45000.0,15000.0,39015,271019.0,ML121271019,31.0
OO899,33141.0,20/07/2022,XA5126A12D,49852,49852,---- Gas-oil,50000.0,325999.0,43350,271019.0,ML899271019,29.0
OO210,14241.0,21/06/2021,XAIIEX2KEM,4537202,4537202,-- Autres,276.0,2000002.0,6000,640590.0,ML802640590,25.0
OO210,20606.0,06/09/2021,XAKAXXX2KJ,187976,187976,- Autres,4.0,82862.0,157,401290.0,ML210401290,36.0
OO100,20707.0,13/09/2021,XA51E5KI5X,22400000,22400000,-- Autres,16.0,9873920.0,26300,871190.0,ML100871190,37.0
OO100,6704.0,29/03/2021,XA22XE51KA,4500000,4500000,--- Poudres utilis�es dans la fabrication des bouillons (masses partielles),2000.0,1452600.0,25000,210690.0,ML100210690,13.0
OO380,9281.0,16/08/2021,XAE1IE1KXJ,1940000,1940000,-- Autres,800.0,4850.0,40000,252329.0,ML380252329,33.0
OO241,7784.0,06/06/2022,XAKAXXAEAK,16230213,16230213,-- Boulets et articles similaires pour broyeurs,29.0,40576.0,26744,732611.0,ML241732611,23.0
OO121,10604.0,20/02/2021,XA51XIE61X,8625109,8625109,---- Autres,1.0,21563.0,1250,870333.0,ML121870333,8.0
OO380,14359.0,19/09/2022,XAE115KAXA,3000000,3000000,-- Autres,800.0,7500.0,10000,40299.0,ML380040299,38.0
OO899,6551.0,08/03/2022,XAII115AKL,11603938,11603938,--- Super carburant,45000.0,0.0,34650,271012.0,ML899271012,10.0
OO200,1148.0,24/05/2022,XA22E692EW,6805805,6805805,- Contenant au moins 85�% en poids de laine ou de poils fins,380.0,3000002.0,9500,510910.0,ML200510910,21.0
OO210,5257.0,05/03/2021,XA11I2KA2N,200000,200000,- D'autres mati�res textiles,62.0,88160.0,800,611190.0,ML210611190,10.0
OO100,2357.0,14/03/2022,X16XXXX2XV,10000,10000,"-- Autres, obtenues � partir de lames ou formes similaires de poly�thyl�ne ou de polypro",1.0,4408.0,112,630533.0,ML100630533,11.0
OO320,61.0,29/03/2022,XIIXXX29EW,4500000,4500000,-- En coques,150.0,0.0,15000,80131.0,ML320080131,13.0
OO801,99.0,21/04/2021,XA2225XAEL,54750000,54750000,--- Conditionn�s en emballages de 25 Kg ou plus,10750.0,0.0,21600,40221.0,ML801040221,16.0
OO811,5632.0,21/12/2021,XAKAXXAEAK,85373904,85373904,-- Autres,1.0,22521640.0,87878,842649.0,ML811842649,51.0
OO100,7106.0,12/04/2021,XA61E9616B,6000000,6000000,--- D�une cylindr�e exc�dant 50 cm3 mais n�exc�dant pas 80 cm3,30.0,2644800.0,2250,871120.0,ML802871120,15.0
OO104,30254.0,30/05/2022,XAIIIA59IC,250000,250000,-- Couches et langes pour b�b�s,20.0,625.0,1500,961900.0,ML104961900,22.0
OO104,1126.0,07/01/2021,XA11XE19XG,254675,254675,"-- Pompes pour la distribution de carburants ou de lubrifiants, des types utilis�s dans ",5.0,637.0,44,841311.0,ML104841311,1.0
OO210,30445.0,29/12/2021,XA615X669B,1134296,1134296,- Pi�ces de finition,5.0,500000.0,2835,690740.0,ML802690740,52.0
OO801,1869.0,31/01/2022,XAE12116IL,2491160,2491160,- Ciments non pulv�ris�s dits �clinkers�,1.0,57298.0,60760,252310.0,ML801252310,5.0
OO360,2955.0,23/05/2021,XA61I6XAEK,6400000,6400000,-- Autres,800.0,16000.0,18000,151229.0,ML360151229,21.0
OO104,29143.0,16/04/2021,XA11X2II5F,106983751,106983751,--- Autres,1.0,267459.0,12000,850213.0,ML104850213,16.0
OO200,1476.0,07/06/2021,XA221KXXKA,1200000,1200000,-- Autres,20.0,0.0,25000,440799.0,ML200440799,23.0
OO121,9255.0,05/04/2022,XA61IA6XIL,6000000,6000000,--- Super carburant,45000.0,15000.0,34650,271012.0,ML121271012,14.0
OO210,6893.0,19/04/2022,XA22EK2X6M,3000000,3000000,-- Mandarines (y compris les tangerines et satsumas),600.0,1322400.0,6000,80521.0,ML210080521,16.0
OO104,36867.0,27/06/2022,XA11195XKA,3000000,3000000,- Autres,15.0,7500.0,30000,720890.0,ML104720890,26.0
OO300,10238.0,30/11/2021,XIIXXX6I5A,1075386,1075386,-- En r�cipients d'une contenance n'exc�dant pas 2�l,324.0,1250001.0,4212,220421.0,ML802220421,48.0
OO801,4192.0,08/02/2021,XAKAXXX6EP,40939,40939,- Jeux de fils pour bougies d'allumage et autres jeux de fils des types utilis�s dans le,1.0,18048.0,8,854430.0,ML801854430,6.0
OO899,44885.0,08/09/2022,X51XXX6K6F,989810,989810,---- Gas-oil,45000.0,19799.0,39015,271019.0,ML899271019,36.0
OO104,50280.0,16/08/2022,XAIIIA59IC,500000,500000,-- Autres,255.0,1250.0,5715,843699.0,ML104843699,33.0
OO210,25226.0,27/10/2021,XAII299I9K,11372250,11372250,- Autres,80.0,3000002.0,19835,292990.0,ML210292990,43.0
OO320,93.0,02/01/2021,XE1XXXE2KX,8209172,8209172,-- Concentr�s de tomates conditionn�s pour la vente au d�tail,6500.0,5071629.0,36990,200290.0,ML320200290,1.0
OO899,24814.0,07/09/2021,XA5126A12D,6230695,6230695,---- Gas-oil,45000.0,0.0,39015,271019.0,ML899271019,36.0
OO201,12803.0,10/11/2021,XAKAXX626B,3261047,3261047,-- Autres,2.0,860267.0,"145,2",842199.0,ML201842199,45.0
OO121,16007.0,16/06/2022,XAKAXX125W,5298800,5298800,---- Fuel-oil lourd I,45000.0,13247.0,44120,271019.0,ML121271019,24.0
OO420,549.0,22/02/2021,XE1XXXE2KX,2723650,2723650,--- Autres,1350.0,6809.0,15000,292242.0,ML420292242,8.0
OO801,16402.0,19/07/2022,XAKAXXX6EP,241734,241734,-- Filtres d'entr�e d'air pour moteurs � allumage par �tincelles ou par compression,7.0,63772.0,13,842131.0,ML801842131,29.0
OO801,11910.0,26/05/2022,XAE12116IL,2086900,2086900,- Ciments non pulv�ris�s dits �clinkers�,1.0,48000.0,50900,252310.0,ML801252310,21.0
OO201,7462.0,07/07/2022,X21XXXKX2R,2982450,2982450,- Autres parties,8.0,786773.0,166,845590.0,ML201845590,27.0
OO210,15487.0,24/08/2022,XAE121XK2C,1437803,1437803,"- Engrenages et roues de friction, autres que les roues dent�es et autres organes �l�men",1.0,464127.0,264,848340.0,ML210848340,34.0
OO104,91449.0,11/11/2021,XAKAXX22ET,1193861,1193861,"Graisses et huiles animales ou v�g�tales et leurs fractions, cuites, oxyd�es, d�shydrat�",2.0,2985.0,400,151800.0,ML104151800,45.0
OO104,49084.0,12/08/2022,XAKAXXXIKV,29066087,29066087,-- imprim�es,515.0,72665.0,16601,392010.0,ML104392010,32.0
OO100,12658.0,08/06/2021,XA61EK65AF,3437500,3437500,-- Autres,1100.0,618750.0,55000,252329.0,ML100252329,23.0
OO210,20594.0,06/09/2021,XA51E1295T,453720,453720,- Fours � micro-ondes,2.0,200002.0,2458,851650.0,ML210851650,36.0
OO801,29523.0,20/09/2021,XA221K5KXJ,7957365,7957365,-- Autres,770.0,0.0,38486,100199.0,ML801100199,38.0
OO210,5299.0,24/03/2022,XA615X99KF,7581501,7581501,- Autres,500.0,2000004.0,12200,720690.0,ML210720690,12.0
OO104,6566.0,27/01/2021,XA61IAXKIE,1259500,1259500,- Autres meubles en bois,82.0,3149.0,2300,940360.0,ML104940360,4.0
OO320,27093.0,21/08/2021,XAI2X19IXG,16456496,16456496,--- Super carburant,45000.0,6673223.0,34650,271012.0,ML320271012,34.0
OO210,13993.0,09/08/2022,XA51E6AXKY,2250500,2250500,--- Autres,643.0,1381757.0,13000,200990.0,ML210200990,32.0
OO320,25950.0,15/09/2022,XE5XXX9XXG,4919677,4919677,"- Ur�e, m�me en solution aqueuse",1000.0,113154.0,50150,310210.0,ML320310210,37.0
OO200,2276.0,09/08/2022,XA5115E1KK,400000,400000,- Autres,30.0,176320.0,1416,940490.0,ML200940490,32.0
OO100,13690.0,14/09/2022,X15XXIK15C,1075386,1075386,- Autres,4507.0,1250001.0,39148,220300.0,ML802220300,37.0
OO210,23348.0,13/10/2021,XAIII2K6IJ,1121116,1121116,-- imprim�s,55.0,494191.0,560,392190.0,ML802392190,41.0
OO320,12905.0,07/05/2022,XIIXXXKIXV,2625000,2625000,"-- Huile brute, m�me d�pourvue de gossypol",2000.0,847350.0,40000,151221.0,ML320151221,19.0
OO121,68227.0,28/12/2021,XA51E5KI6Y,8000000,8000000,Articles de friperie.,884.0,20000.0,28320,630900.0,ML121630900,52.0
OO121,53734.0,30/09/2021,X25X2265XD,5001360,5001360,--- Autres,26.0,12503.0,54600,721391.0,ML121721391,39.0
OO801,16836.0,06/07/2021,XAKAXX256W,23761090,23761090,-- imprim�es,831.0,10473890.0,18395,392020.0,ML801392020,27.0
OO340,3985.0,27/08/2021,XAE12116IL,2221487,2221487,- Ciments non pulv�ris�s dits �clinkers�,1.0,0.0,60900,252310.0,ML340252310,35.0
OO300,1713.0,21/02/2022,XAKAXX126G,4000000,4000000,- Riz en brisures,800.0,1291200.0,40128,100640.0,ML300100640,8.0
OO801,5593.0,15/03/2022,XA22I9IXAN,6787659,6787659,--- Autres,683.0,2992003.0,8000,640419.0,ML801640419,11.0
OO104,27773.0,21/05/2022,X16XXXX2XV,4488000,4488000,- Riz en brisures,1000.0,11220.0,50000,100640.0,ML104100640,21.0
OO801,7447.0,01/04/2021,XA21XX921R,10484582,10484582,"- Poly(alcool vinylique), m�me contenant des groupes ac�tate non hydrolys�s",198.0,2765835.0,10850,390530.0,ML801390530,13.0
OO201,2971.0,16/03/2022,XAKAXXAEAK,"7747202,9","7747202,9",-- Autres,1.0,2043716.0,238,844399.0,ML201844399,11.0
OO320,22047.0,13/08/2022,XAE12A296L,12500000,12500000,--- Autres,2500.0,7722500.0,50000,151190.0,ML320151190,33.0
OO210,19605.0,24/08/2021,XAE1I6IA5X,31921507,31921507,-- Autres,7368.0,5745872.0,40008,210410.0,ML210210410,34.0
OO801,16402.0,19/07/2022,XAKAXXX6EP,156495,156495,-- Brides,1.0,68984.0,12,730791.0,ML801730791,29.0
OO210,4113.0,19/02/2021,XAIIXA5XAN,40000000,40000000,-- Autres tissus,485.0,17632000.0,16000,520849.0,ML210520849,8.0
OO899,31098.0,15/07/2022,XA5126A12D,44867,44867,---- Gas-oil,45000.0,293399.0,39015,271019.0,ML899271019,28.0
OO104,52437.0,03/07/2021,XAKAXX1IEV,16450861,16450861,---- Autres,1.0,41127.0,1550,870332.0,ML104870332,27.0
OO801,4136.0,16/02/2021,XAKAXXXA1C,29776300,29776300,"- Poly(chlorure de vinyle), non m�lang� � d'autres substances",1400.0,7854990.0,35332,390410.0,ML801390410,7.0
OO100,10184.0,10/05/2021,XA222E6K6V,5000000,5000000,- Riz en brisures,1000.0,1614000.0,50000,100640.0,ML100100640,19.0
OO210,371.0,31/08/2021,XA61EE92XR,158802,158802,Articles de friperie.,154.0,70004.0,4970,630900.0,ML210630900,35.0
OO801,1080.0,14/01/2021,XE1XXE5E5H,7018200,7018200,- Riz d�cortiqu� (riz cargo ou riz brun),1000.0,161419.0,50130,100620.0,ML801100620,2.0
OO300,5783.0,18/05/2022,XA615XKEIR,4725000,4725000,-- Autres,1500.0,850500.0,75000,252329.0,ML300252329,20.0
OO801,35259.0,15/11/2021,XAKAXXX6EP,20289,20289,"-- Goupilles, chevilles et clavettes",8.0,8945.0,1,731824.0,ML801731824,46.0
OO320,26330.0,18/09/2022,XAKAXX65EH,16401411,16401411,---- Fuel-oil lourd I,43480.0,4113476.0,42610,271019.0,ML320271019,38.0
OO801,15907.0,13/07/2022,XAKAXXX6EP,95757,95757,--- Autres,5.0,42213.0,5,392690.0,ML801392690,28.0
OO811,1287.0,04/05/2022,1XX1XXXX2D,41573190,41573190,----- Autres,1.0,0.0,7000,870421.0,ML811870421,18.0
OO801,15043.0,22/06/2021,XE1XXE5E5H,10427000,10427000,- Riz d�cortiqu� (riz cargo ou riz brun),1040.0,3365836.0,52135,100620.0,ML801100620,25.0
OO210,165.0,05/01/2022,XAIII12I1F,5506486,5506486,-- Autres,310.0,1777495.0,4915,870899.0,ML210870899,1.0
OO801,7707.0,08/04/2022,XAKXXX2I1B,1780550,1780550,-- Ebauches ou pr�formes,11.0,0.0,3550,392330.0,ML801392330,14.0
OO801,12398.0,29/05/2021,XE1XXE5E5H,10026000,10026000,- Riz d�cortiqu� (riz cargo ou riz brun),1000.0,3236393.0,50130,100620.0,ML801100620,22.0
OO801,20870.0,23/08/2021,XAE115KAXA,27500000,27500000,- Autres p�tes alimentaires,4000.0,12122000.0,40000,190230.0,ML801190230,34.0
OO100,11740.0,24/08/2022,XA22XE51KA,6195786,6195786,--- Poudres utilis�es dans la fabrication des bouillons (masses partielles),2000.0,2000002.0,25000,210690.0,ML802210690,34.0
OO811,7965.0,19/07/2022,XAKAXX2A2F,15489467,15489467,-- Citernes,1.0,5000002.0,11733,871631.0,ML811871631,29.0
OO899,27429.0,20/08/2021,XAKAXX6E2B,6230695,6230695,---- Gas-oil,45000.0,124615.0,39015,271019.0,ML899271019,34.0
OO104,98911.0,06/12/2021,XA11XE19XG,32839997,32839997,- Autres instruments,431.0,82100.0,15049,902580.0,ML104902580,49.0
OO320,10223.0,09/04/2022,XE1XXE5E5H,5018071,5018071,"--- En poudre, en granul�s ou cristallis�s",900.0,2211969.0,45117,170199.0,ML320170199,15.0
OO130,3252.0,27/05/2022,XAKAXX1E6C,9920694,9920694,- Bo�tes et caisses en papier ou carton ondul�,67.0,24802.0,13532,481910.0,ML130481910,21.0
OO801,1503.0,31/01/2022,XAKAXXXIAF,84045222,84045222,---- Autres,2040.0,27129801.0,24888,40221.0,ML801040221,5.0
OO205,6304.0,20/10/2021,X2IXXX6I6A,339000,339000,--- Chocolat,500.0,209435.0,345,180632.0,ML802180632,42.0
OO360,994.0,23/02/2021,X11X1916XY,3632000,3632000,- Autres moteurs,224.0,9080.0,41746,840890.0,ML360840890,8.0
OO121,39624.0,16/07/2021,XA61EKK6AH,1660000,1660000,-- Autres,800.0,4150.0,40000,252329.0,ML121252329,29.0
OO801,41293.0,28/12/2021,XAKAXXX6EP,7009705,7009705,Pr�parations antigel et liquides pr�par�s pour d�givrage.,6.0,2262736.0,317,382000.0,ML801382000,52.0
OO121,6145.0,04/03/2022,XA51E5KI5X,750000,750000,- Autres meubles en bois,33.0,1875.0,4000,940360.0,ML121940360,9.0
OO300,11304.0,21/09/2022,XAKAXXK6EC,6750000,6750000,"--- En poudre, en granul�s ou cristallis�s",1200.0,2975400.0,60156,170199.0,ML300170199,38.0
OO104,1130.0,05/01/2022,X11XX151IB,12300,12300,"-- Autres, obtenues � partir de lames ou formes similaires de poly�thyl�ne ou de polypro",1.0,31.0,123,630533.0,ML104630533,1.0
OO300,9984.0,16/11/2021,XAKAXX1E6C,"638171,98","638171,98",-- imprim�es,2.0,281309.0,1440,392020.0,ML300392020,46.0
OO341,188.0,24/02/2021,XAKAXXA2AP,7321471,7321471,- Chaux �teinte,29.0,1632690.0,29000,252220.0,ML341252220,8.0
OO104,71549.0,09/09/2021,XAE1I6121G,416809,416809,"Autres tapis et rev�tements de sol en mati�res textiles, m�me confectionn�s.",30.0,1042.0,2381,570500.0,ML104570500,36.0
OO104,14862.0,21/03/2022,XA222E6K6V,5383800,5383800,- Riz en brisures,1080.0,13460.0,54000,100640.0,ML104100640,12.0
OO104,71549.0,09/09/2021,XAE1I6121G,400000,400000,Articles de friperie.,409.0,1000.0,4589,630900.0,ML104630900,36.0
OO210,23893.0,11/10/2021,XAIIE1IXAL,8130000,8130000,--- Autres,300.0,3583704.0,10000,732399.0,ML210732399,41.0
OO805,7478.0,03/06/2022,XA11X2II5F,1765615,1765615,- Ciments non pulv�ris�s dits �clinkers�,47950.0,40611.0,47950,252310.0,ML805252310,22.0
OO320,18287.0,06/07/2022,XAE12A296L,5000000,5000000,- Pois (Pisum sativum),2500.0,2204000.0,36974,200540.0,ML320200540,27.0
OO320,15491.0,09/05/2021,XA5126A12D,15023579,15023579,--- Super carburant,45000.0,6229306.0,34650,271012.0,ML320271012,19.0
OO320,27397.0,28/09/2022,XA11IA625R,12500000,12500000,--- Autres,2500.0,7722500.0,50000,151190.0,ML320151190,39.0
OO205,285.0,18/01/2021,X25X2XAAXK,2268600,2268600,-- Autres,6.0,1000000.0,6049,721699.0,ML802721699,3.0
OO899,21753.0,04/08/2021,XAI1X2112R,9191283,9191283,---- Gas-oil,55000.0,0.0,47685,271019.0,ML899271019,31.0
OO210,7010.0,25/04/2022,XA51E6AXKY,3790742,3790742,-- De machines ou appareils d'aviculture,2.0,1000000.0,1614,843691.0,ML802843691,17.0
OO104,30522.0,21/04/2021,XA61E9616B,1000000,1000000,-- Autres,50.0,2500.0,10000,841850.0,ML104841850,16.0
OO300,9279.0,13/08/2022,X15XXIK1KE,9750000,9750000,--- Autres,6500.0,3135600.0,58500,200941.0,ML300200941,33.0
OO899,11623.0,18/03/2022,XAI2X19IXG,5704426,5704426,---- Gas-oil,50000.0,2588824.0,43350,271019.0,ML899271019,11.0
OO801,18511.0,31/08/2022,XAE12116IL,2232450,2232450,- Ciments non pulv�ris�s dits �clinkers�,1.0,720637.0,54540,252310.0,ML801252310,35.0
OO801,3757.0,18/02/2022,XA21XXE5EL,5871705,5871705,--- Autres,6.0,0.0,10797,721391.0,ML801721391,7.0
OO205,3157.0,21/06/2021,6XX1XXXXAC,91175500,91175500,- En autres mati�res,20.0,0.0,28550,670290.0,ML205670290,25.0
OO811,5593.0,31/05/2022,XAKAXX2A2F,34958301,34958301,-- Neufs,1.0,9222004.0,9295,870120.0,ML811870120,22.0
OO104,57282.0,17/07/2021,XA61EIIX6M,25820987,25820987,-- Neufs,1.0,64552.0,9680,870120.0,ML104870120,29.0
OO400,9108.0,15/10/2021,XE1X1K515E,10231000,10231000,- Autres,910.0,6320712.0,5000,170490.0,ML400170490,42.0
OO801,16402.0,19/07/2022,XAKAXXX6EP,37452,37452,- Autres,1.0,12093.0,1,848790.0,ML801848790,29.0
OO104,42906.0,21/07/2022,XA6151X5EL,1957500,1957500,-- Autres,900.0,4894.0,45000,252329.0,ML104252329,29.0
OO801,9655.0,22/04/2021,XAE12116IL,2581360,2581360,- Ciments non pulv�ris�s dits �clinkers�,1.0,833264.0,62960,252310.0,ML801252310,16.0
OO121,37512.0,07/07/2021,XA61EA55AF,1452500,1452500,-- Autres,700.0,3631.0,35000,252329.0,ML121252329,27.0
OO121,746.0,06/01/2022,XAKAXX65EH,6000000,6000000,---- Gas-oil,45000.0,15000.0,39015,271019.0,ML121271019,1.0
OO341,37.0,24/03/2021,XI2XX1961C,4000000,4000000,-- En coques,500.0,0.0,40000,80131.0,ML341080131,12.0
OO100,7375.0,18/06/2022,X11X1E5KXF,12000,12000,"-- Autres, obtenues � partir de lames ou formes similaires de poly�thyl�ne ou de polypro",1.0,5290.0,112,630533.0,ML100630533,25.0
OO320,14569.0,27/05/2022,XAKAXX251N,31177407,31177407,---- Carbur�acteur,45000.0,9658763.0,36585,271019.0,ML320271019,21.0
OO899,44567.0,07/09/2022,X51XXX6K6F,1209768,1209768,---- Gas-oil,55000.0,24196.0,47685,271019.0,ML899271019,36.0
OO120,14952.0,15/09/2021,XAIIEX1EKL,2250000,2250000,-- Autres,720.0,405000.0,36000,252329.0,ML120252329,37.0
OO210,16320.0,09/09/2022,XE1X1K515E,7581500,7581500,-- Autres,260.0,2000001.0,28150,843069.0,ML802843069,36.0
OO899,21493.0,05/08/2022,XAI1X2112R,44867,44867,---- Gas-oil,45000.0,0.0,39015,271019.0,ML899271019,31.0
OO104,55500.0,12/07/2021,XA22XE51KA,3000000,3000000,- Autres,1.0,7500.0,5806,940690.0,ML104940690,28.0
OO210,30636.0,31/12/2021,XAE1I6IA5X,809323,809323,-- Autres,2671.0,500003.0,1300,40310.0,ML802040310,53.0
OO210,15603.0,02/07/2021,XA22I6AK1C,181488,181488,-- Autres,71.0,80002.0,3000,640590.0,ML210640590,27.0
OO210,27318.0,19/11/2021,XA615IX22H,"22028,77","22028,77",--- Autres,6.0,7114.0,48,330129.0,ML210330129,47.0
OO801,22013.0,02/09/2021,XAKAXXX6EP,707963,707963,-- Autres,24.0,228533.0,24,840999.0,ML801840999,35.0
OO160,22.0,06/01/2021,X25XX1KX1D,3375000,3375000,-- Autres,1080.0,607500.0,54000,252329.0,ML160252329,1.0
OO104,11411.0,13/02/2021,X21XXXKX2R,16000000,16000000,-- Autres,65.0,40000.0,50000,720719.0,ML104720719,7.0
OO811,2429.0,09/08/2022,6XX1XXXXAC,3025000,3025000,--- Usag�s :,1.0,0.0,1295,870333.0,ML811870333,32.0
OO241,1012.0,03/02/2021,XAKAXXIKAX,30000000,30000000,-- Neufs,1.0,0.0,7000,870120.0,ML241870120,5.0
OO205,4827.0,26/09/2022,XA51EA9EIC,11047201,11047201,"- Comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage",15000.0,1988497.0,34000,721420.0,ML205721420,39.0
OO130,820.0,15/02/2022,XA22EK2X6M,1600000,1600000,--- Autres,500.0,4000.0,4000,70999.0,ML130070999,7.0
OO801,26376.0,23/08/2021,XE1XXE5E5H,6035540,6035540,- Riz d�cortiqu� (riz cargo ou riz brun),1204.0,138819.0,30177,100620.0,ML801100620,34.0
OO899,28159.0,30/08/2021,XAKAXX2A2F,7995343,7995343,---- Gas-oil,55000.0,4666552.0,47685,271019.0,ML899271019,35.0
OO811,2036.0,14/07/2022,XAII11KX1G,11906737,11906737,---- Autres,1.0,0.0,1918,870323.0,ML811870323,28.0
OO120,2699.0,27/04/2022,X25XII2AXD,9000000,9000000,--- Boissons contenant une forte dose de caf�ine de type ��boissons �nergisantes��,3000.0,5525792.0,24433,220299.0,ML120220299,17.0
OO104,74809.0,18/09/2021,XAII115AKL,6000000,6000000,--- Super carburant,54000.0,15000.0,41580,271012.0,ML104271012,38.0
OO104,808.0,03/01/2022,XAIIIA59IC,300000,300000,Articles de friperie.,194.0,750.0,6800,630900.0,ML104630900,1.0
OO100,1266.0,19/01/2021,XA22XE51KA,3402900,3402900,"-- Pr�parations pr�sent�es sous formes de tablettes, de pains ou de cubes",171.0,1500000.0,2140,210410.0,ML802210410,3.0
OO201,8292.0,28/07/2022,XAKAXX626B,2937619,2937619,-- Joints,1.0,948266.0,64,401693.0,ML201401693,30.0
OO210,890.0,25/01/2022,XA22XE51KA,4738422,4738422,- Levures vivantes,621.0,1250000.0,1638,210210.0,ML802210210,4.0
OO104,57145.0,10/09/2022,XAIIIA59IC,18750000,18750000,-- Autres,1000.0,46875.0,50000,100610.0,ML104100610,37.0
OO300,4494.0,12/06/2021,XAE1IE1KXJ,2835000,2835000,- Autres ciments hydrauliques,900.0,510300.0,45000,252390.0,ML300252390,24.0
OO104,28915.0,16/04/2021,XAII115AKL,6000000,6000000,---- Gas-oil,54000.0,15000.0,46818,271019.0,ML104271019,16.0
OO210,8419.0,17/04/2021,XAE1I2I5XG,1618642,1618642,-- Gaufres et gaufrettes,275.0,1000000.0,1651,190532.0,ML802190532,16.0
OO320,22469.0,16/08/2022,XAIIEX9EAY,1750000,1750000,-- En polym�res de l'�thyl�ne,500.0,1023950.0,7000,392321.0,ML320392321,33.0
OO300,3355.0,07/05/2021,XAE115KAXA,5576824,5576824,"- Margarine, � l'exclusion de la margarine liquide",2600.0,1003829.0,28083,151710.0,ML300151710,19.0
OO104,50229.0,26/06/2021,XA22X122IP,27129227,27129227,--- Boissons contenant une forte dose de caf�ine de type ��boissons �nergisantes��,2611.0,67823.0,17797,220299.0,ML104220299,26.0
OO801,11722.0,26/05/2022,XA61I65E1F,1000000,1000000,-- Autres,25.0,322800.0,200,871410.0,ML801871410,21.0
OO370,617.0,17/07/2021,XE1X1121XE,13698621,13698621,---- Destin�es � l�agriculture,1963.0,1000002.0,23556,380859.0,ML802380859,29.0
OO500,1017.0,01/03/2022,X51XXKXEKE,1000930,1000930,"- Hame�ons, m�me mont�s sur avan�ons",350.0,264048.0,2200,950720.0,ML500950720,9.0
OO104,27446.0,20/05/2022,XAKAXX2A2F,18999990,18999990,-- Citernes,1.0,47500.0,12540,871631.0,ML104871631,20.0
OO801,8003.0,15/03/2021,XE1XXE5E5H,5053020,5053020,- Riz d�cortiqu� (riz cargo ou riz brun),504.0,0.0,10828,100620.0,ML801100620,11.0
OO201,768.0,15/06/2022,XAKAXXKIXC,293530,293530,-- Autres,5.0,0.0,"17,35",382479.0,ML201382479,24.0
OO120,19697.0,31/12/2021,X25XII2AXD,9765620,9765620,-- Autres,1783.0,2000001.0,16000,854140.0,ML120854140,53.0
OO201,7532.0,12/07/2022,XAE126XXXX,2335186,2335186,"-- En diamant naturel ou synth�tique, agglom�r�",3.0,753800.0,16,680421.0,ML201680421,28.0
OO320,14092.0,22/05/2022,XAKAXXEXKA,31134954,31134954,---- Gas-oil,45000.0,9938110.0,39015,271019.0,ML320271019,21.0
