OFFICE,SGD.NUMBER,SGD.DATE,IMPORTER.TIN,FOB.VALUE,CIF.VALUE,TARIFF.DESCRIPTION,QUANTITE,TOTAL.TAXES,GROSS.WEIGHT,HS6,OFFICEHS6,SGD.WeekofYear
OO121,1029.0,07/01/2021,XA51EE25XK,2000000,2000000,- Des types utilis�s pour les voitures de tourisme (y compris les voitures du type �brea,430.0,5000.0,7000,401110.0,ML121401110,1.0
OO100,21089.0,16/09/2021,XA22E692EW,8000000,8000000,- Oignons et �chalotes,1600.0,4942400.0,40000,70310.0,ML100070310,37.0
OO210,10335.0,20/06/2022,XA22E62X2G,6849305,6849305,---- Destin�es � l�agriculture,1037.0,500002.0,12682,380859.0,ML802380859,25.0
OO121,27503.0,21/09/2022,XIIXXX5I2N,500000,500000,-- Autres,10.0,1250.0,2000,853939.0,ML121853939,38.0
OO210,3634.0,15/02/2021,XAE12K251H,340290,340290,-- En aciers inoxydables,50.0,150002.0,500,732393.0,ML210732393,7.0
OO104,10934.0,01/03/2022,XA61E9119Y,8477022,8477022,--- Autres,1.0,2236243.0,9440,730890.0,ML104730890,9.0
OO300,1719.0,10/03/2021,XAKAXXI6AL,"1775425,36","1775425,36",--- Autres,2.0,782611.0,4745,391721.0,ML300391721,10.0
OO130,2739.0,11/05/2022,XA22EK2X6M,4375000,4375000,-- Autres,625.0,10938.0,12500,30339.0,ML130030339,19.0
OO801,431.0,06/01/2021,XAKAXXX6EP,662519,662519,"- Autres, y compris les parties",3.0,213864.0,15,850590.0,ML801850590,1.0
OO210,3724.0,11/03/2022,XAE1I5EX6M,1134296,1134296,-- Autres,136.0,500000.0,1781,841850.0,ML802841850,10.0
OO300,8384.0,23/07/2022,XAKAXXI6AL,830230,830230,-- Autres,1.0,365968.0,8,732690.0,ML300732690,30.0
OO104,2533.0,12/01/2021,XA21X1XE1P,27077617,27077617,-- En autres mati�res plastiques,160.0,67694.0,37840,392119.0,ML104392119,2.0
OO120,10.0,07/01/2022,XAKAXXIXXL,3500000,3500000,-- Autres,20.0,0.0,20000,283329.0,ML120283329,1.0
OO104,39766.0,08/07/2022,XAKAXX2A2F,10000000,10000000,-- Neufs,1.0,25000.0,10200,870120.0,ML104870120,27.0
OO300,1770.0,22/02/2022,XA222KXIKK,5608401,5608401,- Hydrog�noorthophosphate de diammonium (phosphate diammonique),1140.0,128996.0,57171,310530.0,ML300310530,8.0
OO899,5710.0,28/02/2022,XAI2X19IXG,14546378,14546378,--- Super carburant,55000.0,0.0,42350,271012.0,ML899271012,9.0
OO104,72801.0,13/09/2021,XAII115AKL,6000000,6000000,---- Gas-oil,45000.0,15000.0,39015,271019.0,ML104271019,37.0
OO801,3891.0,08/03/2022,XAKAXX59XV,13680000,13680000,"- Dihydrog�noorthophosphate d'ammonium (phosphate monoammonique), m�me en m�lange avec l",960.0,314640.0,48000,310540.0,ML801310540,10.0
OO201,4097.0,14/04/2021,XAKAXXXE1L,602771,602771,--- Enregistr�es,2.0,265704.0,27,852321.0,ML201852321,15.0
OO801,2013.0,26/01/2021,XAKXXX2I1B,6150524,6150524,-- Ebauches ou pr�formes,44.0,2711154.0,13680,392330.0,ML801392330,4.0
OO210,23971.0,13/10/2021,X11X2255AE,427261,427261,-- En autres mati�res plastiques,25.0,250001.0,625,392329.0,ML802392329,41.0
OO380,212.0,16/05/2022,XA61EK216T,2520000,2520000,-- Autres,800.0,453600.0,40000,252329.0,ML380252329,20.0
OO210,24275.0,16/10/2021,XAIIEX2KEM,3402898,3402898,-- Autres,79.0,1500000.0,4345,630419.0,ML802630419,42.0
OO100,443.0,01/03/2021,X11X19AXKH,5000000,5000000,-- Autres,100.0,0.0,2000,10410.0,ML100010410,9.0
OO899,12210.0,21/03/2022,XAII115AKL,8509347,8509347,--- Super carburant,45000.0,3795890.0,34650,271012.0,ML899271012,12.0
OO210,4400.0,23/02/2021,XA61EK1IAX,50000,50000,-- Autres,25.0,22040.0,476,732619.0,ML210732619,8.0
OO300,11281.0,21/09/2022,XAKAXXK6EC,6750000,6750000,"--- En poudre, en granul�s ou cristallis�s",1200.0,2975400.0,60156,170199.0,ML300170199,38.0
OO100,13888.0,23/06/2021,XA51IE1EIA,34000,34000,-- Autres,17.0,14988.0,106,940179.0,ML100940179,25.0
OO104,41480.0,28/05/2021,XA61E5A5KE,1452500,1452500,-- Autres,700.0,3631.0,35000,252329.0,ML104252329,22.0
OO121,28688.0,27/05/2021,XA112AE95G,14000000,14000000,---- Autres,1.0,35000.0,1990,870333.0,ML121870333,21.0
OO104,9794.0,24/02/2022,XAIII5K56A,3000000,3000000,- Pommes,600.0,7500.0,10000,80810.0,ML104080810,8.0
OO121,12966.0,04/03/2021,XA11X2II5F,1345500,1345500,- Ciments non pulv�ris�s dits �clinkers�,1.0,3364.0,41400,252310.0,ML121252310,9.0
OO899,33240.0,18/11/2021,XAII115AKL,9434607,9434607,---- Gas-oil,45000.0,0.0,39015,271019.0,ML899271019,46.0
OO801,19072.0,29/07/2021,XAKAXX59XV,14600000,14600000,"- Ur�e, m�me en solution aqueuse",1000.0,335800.0,50000,310210.0,ML801310210,30.0
OO241,1802.0,04/03/2022,XAKAXXIXXL,26202449,26202449,-- Boulets et articles similaires pour broyeurs,13.0,65506.0,46800,732611.0,ML241732611,9.0
OO210,4615.0,17/03/2022,X25XII2AXD,6805807,6805807,"-- Ventilateurs de table, de sol, muraux, plafonniers, de toitures ou de fen�tres, � mot",115.0,3000004.0,6000,841451.0,ML210841451,11.0
OO121,15806.0,14/06/2022,XAII1K16AM,1558000,1558000,-- Autres,820.0,3895.0,41000,252329.0,ML121252329,24.0
OO205,1362.0,07/04/2022,XA615II6AA,8650000,8650000,- Autres,865.0,0.0,43250,120190.0,ML205120190,14.0
OO210,2708.0,23/02/2022,XA615X99KF,3402903,3402903,"- Serviettes et tampons hygi�niques, y compris les articles similaires",75.0,1500003.0,15520,961900.0,ML210961900,8.0
OO210,9000.0,26/05/2022,XAIII99XEY,6805807,6805807,-- Autres,700.0,3000004.0,12000,481920.0,ML210481920,21.0
OO200,1523.0,16/06/2022,XAE1XE9A1N,1490861,1490861,Articles de friperie.,18.0,657174.0,152,630900.0,ML200630900,24.0
OO811,1881.0,21/04/2021,XA51I1XKXN,8862597,8862597,---- Autres,1.0,4546133.0,1913,870333.0,ML811870333,16.0
OO100,14547.0,03/07/2021,XA615X95AC,2812500,2812500,-- Autres,900.0,506250.0,45000,252329.0,ML100252329,27.0
OO899,23771.0,28/08/2022,XAII29E2AW,1350309,1350309,---- Gas-oil,45000.0,0.0,39015,271019.0,ML899271019,35.0
OO121,27722.0,23/05/2021,XAKAXX6E2B,7488400,7488400,---- Gas-oil,45000.0,18721.0,39015,271019.0,ML121271019,21.0
OO100,17821.0,09/08/2021,XA61EKK66F,2187500,2187500,-- Autres,700.0,393750.0,35000,252329.0,ML100252329,32.0
OO899,11261.0,29/04/2022,XAKAXX2A2F,4150805,4150805,---- Gas-oil,45000.0,0.0,39015,271019.0,ML899271019,17.0
OO805,11915.0,18/08/2022,XE1XXEK22X,4200000,4200000,- Chaux vive,40.0,1603560.0,44000,252210.0,ML805252210,33.0
OO801,26882.0,01/11/2021,XA22XE51KA,26081372,26081372,"-- Fractions d'huiles non alimentaires, m�me d�sodoris�es ou blanchies",1.0,4694647.0,41200,151190.0,ML801151190,44.0
OO104,89360.0,03/11/2021,XA615X5E5R,1900000,1900000,-- Autres,1000.0,4750.0,50000,252329.0,ML104252329,44.0
OO899,46097.0,16/09/2022,XAII29E2AW,1430073,1430073,---- Gas-oil,55000.0,28603.0,47685,271019.0,ML899271019,37.0
OO899,14867.0,11/04/2022,XA61IA6XIL,8509347,8509347,--- Super carburant,45000.0,3795890.0,34650,271012.0,ML899271012,15.0
OO104,21582.0,21/04/2022,XA51I59AIC,5000000,5000000,- Des types utilis�s pour les voitures de tourisme (y compris les voitures du type �brea,277.0,12500.0,4912,401110.0,ML104401110,16.0
OO210,7371.0,26/04/2022,XA11I2KA2N,7940108,7940108,"Bouteilles isolantes et autres r�cipients isothermiques mont�s, dont l'isolation est ass",325.0,3500002.0,5000,961700.0,ML210961700,17.0
OO104,65345.0,14/08/2021,XA11XE19XG,1880400,1880400,-- Autres houilles,1.0,4701.0,40000,270119.0,ML104270119,33.0
OO420,685.0,06/03/2021,6XX1XXXX5T,22641809,22641809,-- De semence,1600.0,1652855.0,40000,71310.0,ML420071310,10.0
OO801,9552.0,21/04/2021,XE1XXE5E5H,7444125,7444125,"--- En poudre, en granul�s ou cristallis�s",660.0,3281372.0,33085,170199.0,ML801170199,16.0
OO899,399.0,04/01/2022,XAKAXX2IKL,11910528,11910528,---- Fuel-oil lourd I,45000.0,0.0,44100,271019.0,ML899271019,1.0
OO104,55486.0,03/09/2022,XA615I992D,3200000,3200000,- Disjoncteurs,100.0,8000.0,17000,853620.0,ML104853620,36.0
OO210,20834.0,08/09/2021,XAKAXXXEXB,"17602005,58","17602005,58",- Parties,4.0,4643413.0,1820,847490.0,ML210847490,36.0
OO200,1437.0,20/07/2022,XA51I9595F,1200000,1200000,-- Autres,20.0,0.0,20000,440799.0,ML200440799,29.0
OO241,30.0,06/04/2021,XAE1I265KV,1134297,1134297,--- Autres,302.0,500000.0,2114,640299.0,ML802640299,14.0
OO811,2.0,02/02/2022,XAKXXX296N,14904981,14904981,--- Usag�s,1.0,0.0,10000,870422.0,ML811870422,5.0
OO400,911.0,18/02/2022,XA21XXEA1H,4197138,4197138,- Autres moteurs,88.0,1354839.0,17316,840790.0,ML802840790,7.0
OO801,125.0,04/01/2022,XAKAXXXIAF,80780500,80780500,---- Autres,1764.0,26075946.0,23284,40221.0,ML801040221,1.0
OO121,29514.0,31/05/2021,XAIIE1IXAL,5000000,5000000,- Sacs de couchage,340.0,12500.0,6333,940430.0,ML121940430,22.0
OO104,18379.0,07/04/2022,XAIIII1IXB,11728117,11728117,-- Autres,1.0,29320.0,54180,100119.0,ML104100119,14.0
OO899,28423.0,02/09/2021,X11XX26E9N,10154875,10154875,--- Super carburant,45000.0,5028008.0,34650,271012.0,ML899271012,35.0
OO899,17955.0,11/06/2021,XAII115AKL,15513498,15513498,--- Super carburant,45000.0,6822074.0,34650,271012.0,ML899271012,24.0
OO801,12761.0,28/06/2022,XAKAXXX5EF,11903739,11903739,-- Ebauches ou pr�formes,44.0,5247170.0,13443,392330.0,ML801392330,26.0
OO320,12660.0,03/05/2022,XE1XXE5E5H,4460507,4460507,"--- En poudre, en granul�s ou cristallis�s",800.0,1966195.0,40104,170199.0,ML320170199,18.0
OO104,11367.0,13/02/2021,XA5126A12D,6000000,6000000,---- Gas-oil,45000.0,15000.0,39015,271019.0,ML104271019,7.0
OO899,28393.0,02/09/2021,XAI1X2112R,11717244,11717244,--- Super carburant,45000.0,4030190.0,34650,271012.0,ML899271012,35.0
OO341,860.0,26/07/2022,XA22IKAXIL,16000000,16000000,- Savons sous autres formes,1600.0,2880000.0,40110,340120.0,ML341340120,30.0
OO801,2741.0,26/01/2021,XE1XXE5E5H,11700000,11700000,--- Autres,2600.0,2106000.0,52000,151190.0,ML801151190,4.0
OO899,39450.0,10/12/2021,XAKAXX2A2F,20263381,20263381,--- Super carburant,56000.0,8810328.0,43120,271012.0,ML899271012,50.0
OO380,397.0,04/06/2022,XI1XXEEEXP,2520000,2520000,-- Autres,800.0,453600.0,40000,252329.0,ML380252329,23.0
OO120,10993.0,08/07/2021,XA22EA16AY,14264,14264,- St�rilisateurs m�dico-chirurgicaux ou de laboratoires,1.0,1044.0,20,841920.0,ML120841920,27.0
OO104,60541.0,24/09/2022,XAKAXX2KXY,22773408,22773408,-- Ebauches ou pr�formes,48.0,56934.0,15825,392330.0,ML104392330,39.0
OO899,7223.0,14/03/2021,XAII115AKL,20349175,20349175,--- Super carburant,55000.0,10478965.0,42350,271012.0,ML899271012,11.0
OO320,6052.0,01/03/2022,XAII115AKL,21717897,21717897,--- Super carburant,55000.0,8653205.0,42350,271012.0,ML320271012,9.0
OO300,5358.0,09/05/2022,XIIXXX6I5A,1075386,1075386,-- En r�cipients d'une contenance n'exc�dant pas 2�l,438.0,1250001.0,5263,220421.0,ML802220421,19.0
OO320,36361.0,23/11/2021,6XX1XXXXAC,121500,121500,-- Fra�ches,27.0,53558.0,530,80310.0,ML320080310,47.0
OO104,42852.0,21/07/2022,XAE1IEAE2R,2000000,2000000,--- Autres,137.0,5000.0,6100,420229.0,ML104420229,29.0
OO899,15929.0,28/05/2021,X51XXX6K6F,11932555,11932555,---- Gas-oil,53000.0,5996965.0,45951,271019.0,ML899271019,22.0
OO899,9523.0,14/04/2021,XA5126A12D,9954339,9954339,---- Gas-oil,44000.0,0.0,38148,271019.0,ML899271019,15.0
OO130,2626.0,06/07/2021,XAKAXX2IKL,5065674,5065674,- Bitume de p�trole,1.0,12664.0,22360,271320.0,ML130271320,27.0
OO210,30723.0,05/01/2022,XAIII2X55K,71999978,71999978,-- Autres,1372.0,1656000.0,21575,300490.0,ML802300490,1.0
OO300,6393.0,24/07/2021,XAKAXXI6AL,8658080,8658080,- Chaux hydraulique,40.0,3816483.0,32000,252230.0,ML300252230,30.0
OO210,14881.0,26/08/2022,XA221EEIIX,3402900,3402900,-- Autres,13.0,1500000.0,2616,482090.0,ML802482090,34.0
OO500,3935.0,28/08/2021,XAE1IE1KXJ,4725000,4725000,-- Autres,1500.0,850500.0,75000,252329.0,ML500252329,35.0
OO104,19296.0,14/03/2021,XAKAXX1E6C,124169274,124169274,- Cigarettes contenant du tabac,855.0,310423.0,14706,240220.0,ML104240220,11.0
OO104,91449.0,11/11/2021,XAKAXX22ET,461203,461203,D�riv�s organiques de l'hydrazine ou de l'hydroxylamine.,1.0,1153.0,208,292800.0,ML104292800,45.0
OO420,3288.0,14/10/2021,X51XXIIX5W,6200000,6200000,- Autres moteurs,196.0,15500.0,38000,840890.0,ML420840890,41.0
OO104,22050.0,22/03/2021,XAKAXX62XH,20583602,20583602,---- Autres,1.0,51459.0,2283,870333.0,ML104870333,12.0
OO104,103985.0,22/12/2021,XA61X2291F,10000000,10000000,-- Autres,28.0,25000.0,40000,721699.0,ML104721699,51.0
OO120,2263.0,04/05/2022,X51XXKXEKE,4537202,4537202,-- Autres tissus,71.0,2000002.0,1601,520849.0,ML802520849,18.0
OO320,501.0,07/01/2021,XA51I2AKIB,6253525,6253525,"- Serviettes et tampons hygi�niques, y compris les articles similaires",1950.0,2756556.0,5500,961900.0,ML320961900,1.0
OO210,2086.0,28/07/2022,XA5121X9IL,3097890,3097890,-- Autres,144.0,1000001.0,1563,851718.0,ML802851718,30.0
OO899,46245.0,18/09/2022,XAII29E2AW,1214927,1214927,---- Gas-oil,45000.0,24300.0,39015,271019.0,ML899271019,38.0
OO241,1661.0,02/03/2022,XA51I1592B,50015075,50015075,-- T�l�phones pour r�seaux cellulaires et pour autres r�seaux sans fil,119.0,125038.0,2598,851712.0,ML241851712,9.0
OO210,1567.0,26/01/2021,XA22EKK19A,1134296,1134296,-- D'autres mati�res textiles,6.0,500000.0,1922,620459.0,ML802620459,4.0
OO121,18138.0,02/07/2022,XAKAXXAEAK,12541724,12541724,-- Solide,20.0,31354.0,20500,281511.0,ML121281511,27.0
OO360,8037.0,17/09/2022,XA51EA9EIC,6000000,6000000,"- Comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage",15000.0,15000.0,34000,721420.0,ML360721420,38.0
OO811,607.0,07/03/2022,XAKAXXAK1L,2382661,2382661,-- Engins dont la superstructure peut effectuer une rotation de 360�,1.0,628549.0,27000,842952.0,ML811842952,10.0
OO210,10267.0,04/05/2021,XA22E692EW,1134301,1134301,"- Grillages et treillis, soud�s aux points de rencontre, en fils dont la plus grande dim",1.0,500004.0,1950,731420.0,ML210731420,18.0
OO210,15516.0,01/07/2021,XAIIE1IXAL,1250000,1250000,-- Autres,273.0,551000.0,6500,640590.0,ML210640590,26.0
OO801,7909.0,08/04/2021,XA11152KAA,927541,927541,-- En polym�res de l'�thyl�ne,16.0,0.0,7675,392321.0,ML801392321,14.0
OO104,29008.0,26/05/2022,XA5126A12D,6000000,6000000,--- Super carburant,45000.0,15000.0,34650,271012.0,ML104271012,21.0
OO899,42847.0,29/12/2021,XAKAXX6KIR,11343923,11343923,---- Gas-oil,53000.0,0.0,45951,271019.0,ML899271019,52.0
OO201,286.0,05/03/2021,EXX1XXX5KM,262223170,262223170,"- Avions et autres v�hicules a�riens, d'un poids � vide exc�dant 2.000�kg mais n'exc�dan",1.0,0.0,95,880230.0,ML201880230,10.0
OO241,15710.0,21/09/2022,XA22XE51KA,5000000,5000000,- Autres,2775.0,12500.0,28700,340290.0,ML241340290,38.0
OO801,6614.0,22/03/2022,XAKAXX59XV,7980000,7980000,-- Sulfate d'ammonium,1000.0,183540.0,50000,310221.0,ML801310221,12.0
OO121,8940.0,02/04/2022,XA61EKK69J,2075000,2075000,-- Autres,1000.0,5188.0,50000,252329.0,ML121252329,14.0
OO100,12208.0,02/06/2021,XA22XE51KA,4500000,4500000,--- Poudres utilis�es dans la fabrication des bouillons (masses partielles),2000.0,1452600.0,25000,210690.0,ML100210690,22.0
OO130,4718.0,22/10/2021,X11XX151IB,15000000,15000000,--- Autres,2000.0,37500.0,40000,151190.0,ML130151190,43.0
OO300,49.0,06/01/2021,XI1XX55E1Y,2000000,2000000,- Graines de s�same,300.0,0.0,20000,120740.0,ML300120740,1.0
OO201,12766.0,09/11/2021,XAE1I569AE,7738277,7738277,--- Autres,1.0,2041360.0,408,842139.0,ML201842139,45.0
OO801,22758.0,10/09/2021,XAKAXXXIKV,28991824,28991824,"- D�riv�s seulement sulfon�s, leurs sels et leurs esters �thyliques",1920.0,7648047.0,24192,290410.0,ML801290410,37.0
OO341,132.0,15/02/2021,XA22EK25KW,24063685,24063685,-- Autres,1.0,6348003.0,34300,842959.0,ML341842959,7.0
OO104,21502.0,21/03/2021,XAII115AKL,6000000,6000000,---- Gas-oil,45000.0,15000.0,39015,271019.0,ML104271019,12.0
OO899,44577.0,07/09/2022,X51XXX6K6F,1011806,1011806,---- Gas-oil,46000.0,20239.0,39882,271019.0,ML899271019,36.0
OO380,406.0,04/06/2022,XIIXXXAX9D,2800000,2800000,- De graines de coton,700.0,504000.0,35000,230610.0,ML380230610,23.0
OO801,6229.0,21/03/2022,XAE12116IL,1909780,1909780,- Ciments non pulv�ris�s dits �clinkers�,1.0,43926.0,46580,252310.0,ML801252310,12.0
OO210,22175.0,21/09/2021,XAIIE1IXAL,2788000,2788000,"Bouteilles isolantes et autres r�cipients isothermiques mont�s, dont l'isolation est ass",300.0,1228951.0,8000,961700.0,ML210961700,38.0
OO104,25975.0,13/05/2022,XA22E9X52N,4000000,4000000,-- Autres,3000.0,10000.0,18000,843149.0,ML104843149,19.0
OO121,2164.0,27/01/2022,XAKAXX6E2B,5298800,5298800,---- Fuel-oil lourd II,45000.0,13247.0,44505,271019.0,ML121271019,4.0
OO241,13432.0,09/08/2022,EXX1XXXK5K,2006456,2006456,"-- Pompes pour la distribution de carburants ou de lubrifiants, des types utilis�s dans ",1.0,5016.0,4460,841311.0,ML241841311,32.0
OO210,12765.0,20/07/2022,XAKAXXI11H,22129250,22129250,--- Autres,2.0,5837699.0,6700,850212.0,ML210850212,29.0
OO380,5457.0,31/03/2022,XAKAX1X1XF,5025080,5025080,-- Autres,25.0,12563.0,47790,732620.0,ML380732620,13.0
OO899,11571.0,18/03/2022,XK1XX25EAJ,9617800,9617800,--- Super carburant,65001.0,3185947.0,50051,271012.0,ML899271012,11.0
OO121,23327.0,18/08/2022,XAKAXX125W,5298800,5298800,---- Fuel-oil lourd I,45000.0,13247.0,44120,271019.0,ML121271019,33.0
OO899,1313.0,21/01/2022,XAKAXX2A2F,12049002,12049002,---- Gas-oil,45000.0,0.0,39015,271019.0,ML899271019,3.0
OO320,9031.0,28/03/2022,XAKAXX2A2F,29038592,29038592,--- Super carburant,55000.0,9958657.0,42350,271012.0,ML320271012,13.0
OO205,6642.0,28/10/2021,XA61I65E1F,5000000,5000000,- Autres,1000.0,1614000.0,25000,250100.0,ML205250100,43.0
OO801,34354.0,31/10/2021,XAKAXXX6EP,11339,11339,-- Autres,1.0,3662.0,1,870899.0,ML801870899,44.0
OO121,39413.0,15/07/2021,XAIIE1IXAL,3000000,3000000,"-- A armure toile, d'un poids exc�dant 100�g/m�",206.0,7500.0,10000,520832.0,ML121520832,28.0
OO801,34935.0,09/11/2021,XAKAXXX6EP,1074668,1074668,-- Autres,1.0,283500.0,1900,843149.0,ML801843149,45.0
OO320,24704.0,05/09/2022,XAKAXX11XE,33155336,33155336,-- Autres,42.0,14614875.0,26250,210410.0,ML320210410,36.0
OO210,15488.0,24/08/2022,XAE121XK2C,4900809,4900809,"-- Autres vis et boulons, m�me avec leurs �crous ou rondelles",3.0,2160280.0,364,731815.0,ML210731815,34.0
OO100,10089.0,09/05/2021,X11XXEX2AW,4000000,4000000,- Riz en brisures,800.0,1291200.0,40000,100640.0,ML100100640,19.0
OO210,5107.0,04/03/2021,XA51EI512K,6805900,6805900,-- Autres,1833.0,3000043.0,27954,210410.0,ML210210410,9.0
OO205,4237.0,01/09/2022,XA51EA9EIC,11006906,11006906,"- Comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage",15000.0,1981244.0,34000,721420.0,ML205721420,35.0
OO121,67629.0,25/12/2021,XAII115AKL,6000000,6000000,--- Super carburant,45000.0,15000.0,34650,271012.0,ML121271012,52.0
OO120,8621.0,28/05/2021,XA11X2II5F,2415800,2415800,- Ciments non pulv�ris�s dits �clinkers�,1.0,434844.0,51400,252310.0,ML120252310,22.0
OO802,1057.0,21/09/2021,X25XI2EIXY,8481392,8481392,--- Imprim�s � caract�re administratif,452.0,3738600.0,11074,491199.0,ML802491199,38.0
OO121,27742.0,23/09/2022,XA11I99EEY,2000000,2000000,"-- Ciments blancs, m�me color�s artificiellement",800.0,5000.0,40000000,252321.0,ML121252321,38.0
OO104,60477.0,31/07/2021,XA22X5592F,18838,18838,"-- Autres, non renforc�s d'autres mati�res ni autrement associ�s � d'autres mati�res, sa",1.0,47.0,29,391732.0,ML104391732,31.0
OO210,13873.0,04/08/2022,XAKAXX12EJ,56821168,56821168,--- Autres,500.0,14989427.0,23190,730890.0,ML210730890,31.0
OO241,10884.0,05/07/2022,XAE12116IL,2000100,2000100,- Ciments non pulv�ris�s dits �clinkers�,1.0,5000.0,52000,252310.0,ML241252310,27.0
OO210,4815.0,03/03/2021,XA22EKK19A,2268600,2268600,-- En bonneterie,78.0,1000000.0,1500,630491.0,ML802630491,9.0
OO104,70589.0,05/09/2021,XA615XE9XP,1452500,1452500,-- Autres,700.0,3631.0,35000,252329.0,ML104252329,36.0
OO210,27500.0,23/11/2021,XA51E5KI6Y,1134301,1134301,--- Autres,62.0,500004.0,1201,852872.0,ML210852872,47.0
OO320,9799.0,23/03/2021,XI5XXXI56V,5852000,5852000,-- Autres,1.0,1543758.0,53200,120729.0,ML320120729,12.0
OO104,46642.0,03/08/2022,XA51E6AXKY,5001000,5001000,- Autres meubles en bois,345.0,12503.0,8690,940360.0,ML104940360,31.0
OO121,15063.0,07/06/2022,XA11X2II5F,1749092,1749092,- Ciments non pulv�ris�s dits �clinkers�,1.0,4373.0,47500,252310.0,ML121252310,23.0
OO899,15185.0,08/06/2022,XAI1X2112R,271154,271154,---- Gas-oil,45000.0,0.0,39015,271019.0,ML899271019,23.0
OO360,4480.0,11/08/2021,6XX1XXXXAC,5197161,5197161,- Autres,128.0,2290911.0,32000,392590.0,ML360392590,32.0
OO121,55583.0,11/10/2021,XAKAXXK5ER,12187500,12187500,"- Des types utilis�s pour les v�hicules et engins de g�nie civil, de travaux miniers et ",5.0,30469.0,5000,401180.0,ML121401180,41.0
OO104,12991.0,19/02/2021,X11X21XKAA,2349000,2349000,-- Autres,1080.0,5873.0,54000,252329.0,ML104252329,8.0
OO899,45221.0,12/09/2022,XAKAXX251N,989810,989810,---- Gas-oil,45000.0,3996153.0,39015,271019.0,ML899271019,37.0
OO360,2949.0,12/11/2021,XAIIIA96XA,2205000,2205000,-- Autres,700.0,396900.0,35000,252329.0,ML360252329,46.0
OO210,3411.0,11/02/2021,XAIIIAII9A,28800000,28800000,--- D�une cylindr�e exc�dant 80 cm3 mais n�exc�dant pas 250 cm3,128.0,12695040.0,17139,871120.0,ML210871120,6.0
OO121,8305.0,25/03/2022,XAKAXX16IM,4000000,4000000,-- En emballage imm�diat de plus de 5kg ou en vrac,1060.0,10000.0,53000,100630.0,ML121100630,12.0
OO100,6730.0,08/06/2022,X16XXXX2XV,10000,10000,"-- Autres, obtenues � partir de lames ou formes similaires de poly�thyl�ne ou de polypro",1.0,4408.0,112,630533.0,ML100630533,23.0
OO104,27273.0,19/05/2022,XA5121X9IL,3800000,3800000,"-- D�un coefficient d�absorption d�eau en poids inf�rieur ou �gal � 0,5 %",20.0,9500.0,20000,690721.0,ML104690721,20.0
OO801,557.0,11/01/2022,XA21XXE5EL,28921792,28921792,"--- D�un diam�tre n�exc�dant pas 5,5 mm",25.0,7629570.0,52600,721391.0,ML801721391,2.0
OO801,23543.0,20/09/2022,XA2225116Y,19374124,19374124,- Carbonate de disodium,2000.0,5110897.0,50000,283620.0,ML801283620,38.0
OO210,8175.0,13/05/2022,XA221I1K5B,430152,430152,- Autres,1.0,500000.0,1000,220300.0,ML802220300,19.0
OO121,21470.0,19/04/2021,XAE119EE6F,29846000,29846000,- Autres remorques et semi-remorques,1.0,74615.0,10730,871640.0,ML121871640,16.0
